PerformanceID|EmployeeID|FirstName|LastName|Gender|Age|BusinessTravel|Department|DistanceFromHome (KM)|State|Ethnicity|Education|EducationField|JobRole|MaritalStatus|Salary|StockOptionLevel|OverTime|HireDate|Attrition|YearsAtCompany|YearsInMostRecentRole|YearsSinceLastPromotion|YearsWithCurrManager|ReviewDate|EnvironmentSatisfaction|JobSatisfaction|RelationshipSatisfaction|TrainingOpportunitiesWithinYear|TrainingOpportunitiesTaken|WorkLifeBalance|SelfRating|ManagerRating
PR4025|B3AF-7E58|Elvira|Ianelli|Female|45|Some Travel|Human Resources|34|NY|Black or African American|2|Human Resources|Recruiter|Divorced|54132|1|Yes|2012-01-20|No|10|10|10|10|2020-05-31|4|2|2|2|3|4|3|3
PR5027|B3AF-7E58|Elvira|Ianelli|Female|45|Some Travel|Human Resources|34|NY|Black or African American|2|Human Resources|Recruiter|Divorced|54132|1|Yes|2012-01-20|No|10|10|10|10|2021-05-31|5|2|4|1|0|3|5|5
PR6113|B3AF-7E58|Elvira|Ianelli|Female|45|Some Travel|Human Resources|34|NY|Black or African American|2|Human Resources|Recruiter|Divorced|54132|1|Yes|2012-01-20|No|10|10|10|10|2022-05-31|3|2|2|3|0|4|3|2
PR690|B3AF-7E58|Elvira|Ianelli|Female|45|Some Travel|Human Resources|34|NY|Black or African American|2|Human Resources|Recruiter|Divorced|54132|1|Yes|2012-01-20|No|10|10|10|10|2015-06-02|4|3|4|3|1|5|3|3
PR1310|BFF3-AADC|Collen|Sedman|Female|31|No Travel |Human Resources|25|NY|American Indian or Alaska Native|2|Marketing |Recruiter|Divorced|55682|1|No|2012-01-25|No|10|0|2|0|2016-11-09|3|5|4|1|2|3|3|2
PR1928|BFF3-AADC|Collen|Sedman|Female|31|No Travel |Human Resources|25|NY|American Indian or Alaska Native|2|Marketing |Recruiter|Divorced|55682|1|No|2012-01-25|No|10|0|2|0|2017-11-09|4|3|5|3|3|4|4|3
PR2639|BFF3-AADC|Collen|Sedman|Female|31|No Travel |Human Resources|25|NY|American Indian or Alaska Native|2|Marketing |Recruiter|Divorced|55682|1|No|2012-01-25|No|10|0|2|0|2018-11-09|3|5|5|1|3|3|3|2
PR3460|BFF3-AADC|Collen|Sedman|Female|31|No Travel |Human Resources|25|NY|American Indian or Alaska Native|2|Marketing |Recruiter|Divorced|55682|1|No|2012-01-25|No|10|0|2|0|2019-11-09|4|5|2|3|3|2|5|5
PR4405|BFF3-AADC|Collen|Sedman|Female|31|No Travel |Human Resources|25|NY|American Indian or Alaska Native|2|Marketing |Recruiter|Divorced|55682|1|No|2012-01-25|No|10|0|2|0|2020-11-08|3|2|5|3|1|4|5|5
PR5445|BFF3-AADC|Collen|Sedman|Female|31|No Travel |Human Resources|25|NY|American Indian or Alaska Native|2|Marketing |Recruiter|Divorced|55682|1|No|2012-01-25|No|10|0|2|0|2021-11-08|4|3|3|1|0|2|5|4
PR6559|BFF3-AADC|Collen|Sedman|Female|31|No Travel |Human Resources|25|NY|American Indian or Alaska Native|2|Marketing |Recruiter|Divorced|55682|1|No|2012-01-25|No|10|0|2|0|2022-11-08|5|5|3|2|2|4|4|4
PR800|BFF3-AADC|Collen|Sedman|Female|31|No Travel |Human Resources|25|NY|American Indian or Alaska Native|2|Marketing |Recruiter|Divorced|55682|1|No|2012-01-25|No|10|0|2|0|2015-11-10|3|4|2|1|1|3|5|4
PR1376|79F3-8AA5|Lacy|Domerc|Female|47|Some Travel|Human Resources|21|NY|Mixed or multiple ethnic groups|3|Marketing |HR Executive|Single|98608|0|No|2012-02-14|No|10|5|10|4|2016-12-31|1|3|2|2|1|1|3|2
PR2006|79F3-8AA5|Lacy|Domerc|Female|47|Some Travel|Human Resources|21|NY|Mixed or multiple ethnic groups|3|Marketing |HR Executive|Single|98608|0|No|2012-02-14|No|10|5|10|4|2017-12-31|4|4|4|2|1|5|3|3
PR2728|79F3-8AA5|Lacy|Domerc|Female|47|Some Travel|Human Resources|21|NY|Mixed or multiple ethnic groups|3|Marketing |HR Executive|Single|98608|0|No|2012-02-14|No|10|5|10|4|2018-12-31|3|5|4|2|0|3|4|4
PR3564|79F3-8AA5|Lacy|Domerc|Female|47|Some Travel|Human Resources|21|NY|Mixed or multiple ethnic groups|3|Marketing |HR Executive|Single|98608|0|No|2012-02-14|No|10|5|10|4|2019-12-31|5|3|4|1|2|4|4|3
PR438|79F3-8AA5|Lacy|Domerc|Female|47|Some Travel|Human Resources|21|NY|Mixed or multiple ethnic groups|3|Marketing |HR Executive|Single|98608|0|No|2012-02-14|No|10|5|10|4|2015-01-01|3|2|2|1|2|4|5|4
PR4524|79F3-8AA5|Lacy|Domerc|Female|47|Some Travel|Human Resources|21|NY|Mixed or multiple ethnic groups|3|Marketing |HR Executive|Single|98608|0|No|2012-02-14|No|10|5|10|4|2020-12-30|5|3|2|1|0|5|4|4
PR5579|79F3-8AA5|Lacy|Domerc|Female|47|Some Travel|Human Resources|21|NY|Mixed or multiple ethnic groups|3|Marketing |HR Executive|Single|98608|0|No|2012-02-14|No|10|5|10|4|2021-12-30|4|3|3|3|1|4|3|2
PR849|79F3-8AA5|Lacy|Domerc|Female|47|Some Travel|Human Resources|21|NY|Mixed or multiple ethnic groups|3|Marketing |HR Executive|Single|98608|0|No|2012-02-14|No|10|5|10|4|2016-01-01|5|4|5|2|1|3|5|4
PR1155|D584-4E31|Patrica|Lamyman|Female|35|Some Travel|Human Resources|22|CA|Mixed or multiple ethnic groups|1|Economics|Recruiter|Married|67264|0|No|2012-02-22|No|10|8|8|2|2016-06-09|5|5|4|2|1|5|3|2
PR1717|D584-4E31|Patrica|Lamyman|Female|35|Some Travel|Human Resources|22|CA|Mixed or multiple ethnic groups|1|Economics|Recruiter|Married|67264|0|No|2012-02-22|No|10|8|8|2|2017-06-09|5|2|2|3|1|5|5|5
PR2382|D584-4E31|Patrica|Lamyman|Female|35|Some Travel|Human Resources|22|CA|Mixed or multiple ethnic groups|1|Economics|Recruiter|Married|67264|0|No|2012-02-22|No|10|8|8|2|2018-06-09|4|4|4|2|1|5|3|3
PR3149|D584-4E31|Patrica|Lamyman|Female|35|Some Travel|Human Resources|22|CA|Mixed or multiple ethnic groups|1|Economics|Recruiter|Married|67264|0|No|2012-02-22|No|10|8|8|2|2019-06-09|5|2|3|3|1|4|3|3
PR4044|D584-4E31|Patrica|Lamyman|Female|35|Some Travel|Human Resources|22|CA|Mixed or multiple ethnic groups|1|Economics|Recruiter|Married|67264|0|No|2012-02-22|No|10|8|8|2|2020-06-08|4|4|2|2|3|4|5|4
PR5047|D584-4E31|Patrica|Lamyman|Female|35|Some Travel|Human Resources|22|CA|Mixed or multiple ethnic groups|1|Economics|Recruiter|Married|67264|0|No|2012-02-22|No|10|8|8|2|2021-06-08|5|2|4|1|3|2|4|4
PR6137|D584-4E31|Patrica|Lamyman|Female|35|Some Travel|Human Resources|22|CA|Mixed or multiple ethnic groups|1|Economics|Recruiter|Married|67264|0|No|2012-02-22|No|10|8|8|2|2022-06-08|5|4|5|2|1|5|4|3
PR695|D584-4E31|Patrica|Lamyman|Female|35|Some Travel|Human Resources|22|CA|Mixed or multiple ethnic groups|1|Economics|Recruiter|Married|67264|0|No|2012-02-22|No|10|8|8|2|2015-06-10|4|5|4|2|3|5|5|5
PR1466|9DFE-1FD5|Angel|Hazeup|Male|42|Some Travel|Human Resources|4|IL|Black or African American|3|Human Resources|HR Manager|Married|463051|1|No|2012-03-01|No|10|0|10|7|2017-02-09|3|2|3|3|2|5|3|3
PR2101|9DFE-1FD5|Angel|Hazeup|Male|42|Some Travel|Human Resources|4|IL|Black or African American|3|Human Resources|HR Manager|Married|463051|1|No|2012-03-01|No|10|0|10|7|2018-02-09|3|4|3|1|0|3|5|4
PR2832|9DFE-1FD5|Angel|Hazeup|Male|42|Some Travel|Human Resources|4|IL|Black or African American|3|Human Resources|HR Manager|Married|463051|1|No|2012-03-01|No|10|0|10|7|2019-02-09|4|2|3|2|0|2|3|2
PR3684|9DFE-1FD5|Angel|Hazeup|Male|42|Some Travel|Human Resources|4|IL|Black or African American|3|Human Resources|HR Manager|Married|463051|1|No|2012-03-01|No|10|0|10|7|2020-02-09|3|3|5|3|0|4|5|5
PR4657|9DFE-1FD5|Angel|Hazeup|Male|42|Some Travel|Human Resources|4|IL|Black or African American|3|Human Resources|HR Manager|Married|463051|1|No|2012-03-01|No|10|0|10|7|2021-02-08|5|3|4|2|1|2|5|4
PR504|9DFE-1FD5|Angel|Hazeup|Male|42|Some Travel|Human Resources|4|IL|Black or African American|3|Human Resources|HR Manager|Married|463051|1|No|2012-03-01|No|10|0|10|7|2015-02-10|5|4|4|1|0|5|5|4
PR5720|9DFE-1FD5|Angel|Hazeup|Male|42|Some Travel|Human Resources|4|IL|Black or African American|3|Human Resources|HR Manager|Married|463051|1|No|2012-03-01|No|10|0|10|7|2022-02-08|5|5|2|2|0|3|5|5
PR924|9DFE-1FD5|Angel|Hazeup|Male|42|Some Travel|Human Resources|4|IL|Black or African American|3|Human Resources|HR Manager|Married|463051|1|No|2012-03-01|No|10|0|10|7|2016-02-10|5|5|2|1|0|5|5|4
PR1542|8233-2483|Sheba|McCromley|Female|35|Some Travel|Human Resources|7|CA|Mixed or multiple ethnic groups|3|Marketing |Recruiter|Divorced|47995|3|Yes|2012-03-12|No|10|5|6|3|2017-03-14|2|4|3|1|1|1|5|4
PR2186|8233-2483|Sheba|McCromley|Female|35|Some Travel|Human Resources|7|CA|Mixed or multiple ethnic groups|3|Marketing |Recruiter|Divorced|47995|3|Yes|2012-03-12|No|10|5|6|3|2018-03-14|5|4|4|3|0|3|4|4
PR2923|8233-2483|Sheba|McCromley|Female|35|Some Travel|Human Resources|7|CA|Mixed or multiple ethnic groups|3|Marketing |Recruiter|Divorced|47995|3|Yes|2012-03-12|No|10|5|6|3|2019-03-14|3|4|5|1|3|2|5|5
PR3783|8233-2483|Sheba|McCromley|Female|35|Some Travel|Human Resources|7|CA|Mixed or multiple ethnic groups|3|Marketing |Recruiter|Divorced|47995|3|Yes|2012-03-12|No|10|5|6|3|2020-03-13|3|4|4|2|3|5|3|2
PR4765|8233-2483|Sheba|McCromley|Female|35|Some Travel|Human Resources|7|CA|Mixed or multiple ethnic groups|3|Marketing |Recruiter|Divorced|47995|3|Yes|2012-03-12|No|10|5|6|3|2021-03-13|5|2|3|2|1|4|4|3
PR564|8233-2483|Sheba|McCromley|Female|35|Some Travel|Human Resources|7|CA|Mixed or multiple ethnic groups|3|Marketing |Recruiter|Divorced|47995|3|Yes|2012-03-12|No|10|5|6|3|2015-03-15|4|4|5|3|1|2|4|3
PR5834|8233-2483|Sheba|McCromley|Female|35|Some Travel|Human Resources|7|CA|Mixed or multiple ethnic groups|3|Marketing |Recruiter|Divorced|47995|3|Yes|2012-03-12|No|10|5|6|3|2022-03-13|4|3|3|2|0|2|4|4
PR997|8233-2483|Sheba|McCromley|Female|35|Some Travel|Human Resources|7|CA|Mixed or multiple ethnic groups|3|Marketing |Recruiter|Divorced|47995|3|Yes|2012-03-12|No|10|5|6|3|2016-03-14|3|4|2|3|1|2|3|2
PR1174|E8F5-C47D|Jayne|Mickleburgh|Female|30|Some Travel|Human Resources|19|NY|Mixed or multiple ethnic groups|3|Human Resources|HR Executive|Married|97153|1|No|2012-03-25|No|10|5|6|9|2016-06-26|3|2|3|3|1|2|4|3
PR1743|E8F5-C47D|Jayne|Mickleburgh|Female|30|Some Travel|Human Resources|19|NY|Mixed or multiple ethnic groups|3|Human Resources|HR Executive|Married|97153|1|No|2012-03-25|No|10|5|6|9|2017-06-26|4|4|3|1|3|2|3|3
PR2409|E8F5-C47D|Jayne|Mickleburgh|Female|30|Some Travel|Human Resources|19|NY|Mixed or multiple ethnic groups|3|Human Resources|HR Executive|Married|97153|1|No|2012-03-25|No|10|5|6|9|2018-06-26|2|3|1|1|0|3|5|5
PR3183|E8F5-C47D|Jayne|Mickleburgh|Female|30|Some Travel|Human Resources|19|NY|Mixed or multiple ethnic groups|3|Human Resources|HR Executive|Married|97153|1|No|2012-03-25|No|10|5|6|9|2019-06-26|3|3|2|1|0|5|5|4
PR4085|E8F5-C47D|Jayne|Mickleburgh|Female|30|Some Travel|Human Resources|19|NY|Mixed or multiple ethnic groups|3|Human Resources|HR Executive|Married|97153|1|No|2012-03-25|No|10|5|6|9|2020-06-25|3|2|2|2|1|1|5|5
PR5088|E8F5-C47D|Jayne|Mickleburgh|Female|30|Some Travel|Human Resources|19|NY|Mixed or multiple ethnic groups|3|Human Resources|HR Executive|Married|97153|1|No|2012-03-25|No|10|5|6|9|2021-06-25|4|5|2|1|0|5|4|4
PR6184|E8F5-C47D|Jayne|Mickleburgh|Female|30|Some Travel|Human Resources|19|NY|Mixed or multiple ethnic groups|3|Human Resources|HR Executive|Married|97153|1|No|2012-03-25|No|10|5|6|9|2022-06-25|4|2|2|3|1|3|3|3
PR712|E8F5-C47D|Jayne|Mickleburgh|Female|30|Some Travel|Human Resources|19|NY|Mixed or multiple ethnic groups|3|Human Resources|HR Executive|Married|97153|1|No|2012-03-25|No|10|5|6|9|2015-06-27|3|3|5|3|1|5|5|5
PR1122|9169-FC4B|Reinaldos|Baynes|Male|28|Some Travel|Human Resources|18|CA|Native Hawaiian |2|Economics|HR Executive|Married|179561|1|No|2012-05-09|Yes|1|0|0|1|2016-05-20|4|4|3|1|0|3|5|5
PR146|9169-FC4B|Reinaldos|Baynes|Male|28|Some Travel|Human Resources|18|CA|Native Hawaiian |2|Economics|HR Executive|Married|179561|1|No|2012-05-09|Yes|1|0|0|1|2013-05-21|4|5|5|2|1|4|3|2
PR1677|9169-FC4B|Reinaldos|Baynes|Male|28|Some Travel|Human Resources|18|CA|Native Hawaiian |2|Economics|HR Executive|Married|179561|1|No|2012-05-09|Yes|1|0|0|1|2017-05-20|4|2|5|2|0|5|3|2
PR2338|9169-FC4B|Reinaldos|Baynes|Male|28|Some Travel|Human Resources|18|CA|Native Hawaiian |2|Economics|HR Executive|Married|179561|1|No|2012-05-09|Yes|1|0|0|1|2018-05-20|3|2|2|1|1|3|4|4
PR3098|9169-FC4B|Reinaldos|Baynes|Male|28|Some Travel|Human Resources|18|CA|Native Hawaiian |2|Economics|HR Executive|Married|179561|1|No|2012-05-09|Yes|1|0|0|1|2019-05-20|3|2|5|2|0|2|4|3
PR341|9169-FC4B|Reinaldos|Baynes|Male|28|Some Travel|Human Resources|18|CA|Native Hawaiian |2|Economics|HR Executive|Married|179561|1|No|2012-05-09|Yes|1|0|0|1|2014-05-21|4|4|4|3|0|2|5|4
PR3986|9169-FC4B|Reinaldos|Baynes|Male|28|Some Travel|Human Resources|18|CA|Native Hawaiian |2|Economics|HR Executive|Married|179561|1|No|2012-05-09|Yes|1|0|0|1|2020-05-19|4|2|2|3|0|5|4|3
PR4986|9169-FC4B|Reinaldos|Baynes|Male|28|Some Travel|Human Resources|18|CA|Native Hawaiian |2|Economics|HR Executive|Married|179561|1|No|2012-05-09|Yes|1|0|0|1|2021-05-19|3|5|3|2|1|2|3|3
PR6070|9169-FC4B|Reinaldos|Baynes|Male|28|Some Travel|Human Resources|18|CA|Native Hawaiian |2|Economics|HR Executive|Married|179561|1|No|2012-05-09|Yes|1|0|0|1|2022-05-19|3|5|3|3|1|5|3|2
PR673|9169-FC4B|Reinaldos|Baynes|Male|28|Some Travel|Human Resources|18|CA|Native Hawaiian |2|Economics|HR Executive|Married|179561|1|No|2012-05-09|Yes|1|0|0|1|2015-05-21|4|4|2|3|2|4|3|2
PR1455|8EE9-E86D|Conn|Mouser|Male|46|Some Travel|Human Resources|45|IL|White|3|Human Resources|Recruiter|Divorced|48740|3|Yes|2012-05-20|Yes|10|8|9|6|2017-02-04|5|5|2|3|1|2|3|3
PR199|8EE9-E86D|Conn|Mouser|Male|46|Some Travel|Human Resources|45|IL|White|3|Human Resources|Recruiter|Divorced|48740|3|Yes|2012-05-20|Yes|10|8|9|6|2014-02-05|4|5|5|2|1|2|4|4
PR2087|8EE9-E86D|Conn|Mouser|Male|46|Some Travel|Human Resources|45|IL|White|3|Human Resources|Recruiter|Divorced|48740|3|Yes|2012-05-20|Yes|10|8|9|6|2018-02-04|3|4|3|3|1|5|5|4
PR2816|8EE9-E86D|Conn|Mouser|Male|46|Some Travel|Human Resources|45|IL|White|3|Human Resources|Recruiter|Divorced|48740|3|Yes|2012-05-20|Yes|10|8|9|6|2019-02-04|3|4|3|1|1|3|4|3
PR3666|8EE9-E86D|Conn|Mouser|Male|46|Some Travel|Human Resources|45|IL|White|3|Human Resources|Recruiter|Divorced|48740|3|Yes|2012-05-20|Yes|10|8|9|6|2020-02-04|5|2|3|3|0|3|3|2
PR41|8EE9-E86D|Conn|Mouser|Male|46|Some Travel|Human Resources|45|IL|White|3|Human Resources|Recruiter|Divorced|48740|3|Yes|2012-05-20|Yes|10|8|9|6|2013-02-05|3|2|4|2|1|4|3|2
PR4638|8EE9-E86D|Conn|Mouser|Male|46|Some Travel|Human Resources|45|IL|White|3|Human Resources|Recruiter|Divorced|48740|3|Yes|2012-05-20|Yes|10|8|9|6|2021-02-03|3|2|1|1|2|3|4|3
PR495|8EE9-E86D|Conn|Mouser|Male|46|Some Travel|Human Resources|45|IL|White|3|Human Resources|Recruiter|Divorced|48740|3|Yes|2012-05-20|Yes|10|8|9|6|2015-02-05|5|5|4|2|3|5|3|3
PR5700|8EE9-E86D|Conn|Mouser|Male|46|Some Travel|Human Resources|45|IL|White|3|Human Resources|Recruiter|Divorced|48740|3|Yes|2012-05-20|Yes|10|8|9|6|2022-02-03|4|1|3|1|1|1|4|4
PR915|8EE9-E86D|Conn|Mouser|Male|46|Some Travel|Human Resources|45|IL|White|3|Human Resources|Recruiter|Divorced|48740|3|Yes|2012-05-20|Yes|10|8|9|6|2016-02-05|4|4|4|2|2|5|5|5
PR1084|59DB-8465|Nancey|Luetkemeyers|Female|47|Frequent Traveller|Human Resources|3|CA|White|3|Marketing |HR Executive|Married|85744|2|No|2013-03-02|No|9|0|9|8|2016-05-02|5|5|4|2|0|4|3|2
PR1638|59DB-8465|Nancey|Luetkemeyers|Female|47|Frequent Traveller|Human Resources|3|CA|White|3|Marketing |HR Executive|Married|85744|2|No|2013-03-02|No|9|0|9|8|2017-05-02|4|4|3|2|3|2|5|5
PR2296|59DB-8465|Nancey|Luetkemeyers|Female|47|Frequent Traveller|Human Resources|3|CA|White|3|Marketing |HR Executive|Married|85744|2|No|2013-03-02|No|9|0|9|8|2018-05-02|4|5|4|2|1|2|3|3
PR3049|59DB-8465|Nancey|Luetkemeyers|Female|47|Frequent Traveller|Human Resources|3|CA|White|3|Marketing |HR Executive|Married|85744|2|No|2013-03-02|No|9|0|9|8|2019-05-02|4|2|3|1|2|5|3|2
PR3933|59DB-8465|Nancey|Luetkemeyers|Female|47|Frequent Traveller|Human Resources|3|CA|White|3|Marketing |HR Executive|Married|85744|2|No|2013-03-02|No|9|0|9|8|2020-05-01|5|5|2|3|2|2|4|3
PR4928|59DB-8465|Nancey|Luetkemeyers|Female|47|Frequent Traveller|Human Resources|3|CA|White|3|Marketing |HR Executive|Married|85744|2|No|2013-03-02|No|9|0|9|8|2021-05-01|5|5|3|2|0|2|5|4
PR6009|59DB-8465|Nancey|Luetkemeyers|Female|47|Frequent Traveller|Human Resources|3|CA|White|3|Marketing |HR Executive|Married|85744|2|No|2013-03-02|No|9|0|9|8|2022-05-01|5|5|5|1|2|3|5|4
PR1321|4DA0-81D7|Cole|Vost|Male|28|Some Travel|Human Resources|34|CA|Asian or Asian American|2|Marketing |HR Executive|Single|94534|0|No|2013-05-11|No|9|3|3|1|2016-11-18|5|4|4|2|0|2|5|5
PR1944|4DA0-81D7|Cole|Vost|Male|28|Some Travel|Human Resources|34|CA|Asian or Asian American|2|Marketing |HR Executive|Single|94534|0|No|2013-05-11|No|9|3|3|1|2017-11-18|4|5|5|3|1|4|5|4
PR2654|4DA0-81D7|Cole|Vost|Male|28|Some Travel|Human Resources|34|CA|Asian or Asian American|2|Marketing |HR Executive|Single|94534|0|No|2013-05-11|No|9|3|3|1|2018-11-18|3|2|3|3|1|3|5|5
