PerformanceID,EmployeeID,FirstName,LastName,Gender,Age,BusinessTravel,Department,DistanceFromHome (KM),State,Ethnicity,Education,EducationField,JobRole,MaritalStatus,Salary,StockOptionLevel,OverTime,HireDate,Attrition,YearsAtCompany,YearsInMostRecentRole,YearsSinceLastPromotion,YearsWithCurrManager,ReviewDate,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,TrainingOpportunitiesWithinYear,TrainingOpportunitiesTaken,WorkLifeBalance,SelfRating,ManagerRating
PR1949,C219-6C2E,Clerkclaude,Hinkins,Male,34,Some Travel,Sales,30,NY,Mixed or multiple ethnic groups,2,Marketing,Sales Executive,Divorced,133468,1,No,05/01/2012,No,10,3,7,9,11/22/2017,5,5,2,1,2,4,5,4
PR2661,C219-6C2E,Clerkclaude,Hinkins,Male,34,Some Travel,Sales,30,NY,Mixed or multiple ethnic groups,2,Marketing,Sales Executive,Divorced,133468,1,No,05/01/2012,No,10,3,7,9,11/22/2018,3,4,2,2,0,3,5,5
PR3486,C219-6C2E,Clerkclaude,Hinkins,Male,34,Some Travel,Sales,30,NY,Mixed or multiple ethnic groups,2,Marketing,Sales Executive,Divorced,133468,1,No,05/01/2012,No,10,3,7,9,11/22/2019,4,4,4,2,1,2,3,3
PR420,C219-6C2E,Clerkclaude,Hinkins,Male,34,Some Travel,Sales,30,NY,Mixed or multiple ethnic groups,2,Marketing,Sales Executive,Divorced,133468,1,No,05/01/2012,No,10,3,7,9,11/23/2014,5,5,2,2,2,2,4,4
PR4435,C219-6C2E,Clerkclaude,Hinkins,Male,34,Some Travel,Sales,30,NY,Mixed or multiple ethnic groups,2,Marketing,Sales Executive,Divorced,133468,1,No,05/01/2012,No,10,3,7,9,11/21/2020,4,5,4,1,3,5,5,4
PR5480,C219-6C2E,Clerkclaude,Hinkins,Male,34,Some Travel,Sales,30,NY,Mixed or multiple ethnic groups,2,Marketing,Sales Executive,Divorced,133468,1,No,05/01/2012,No,10,3,7,9,11/21/2021,4,2,3,3,0,3,3,2
PR6598,C219-6C2E,Clerkclaude,Hinkins,Male,34,Some Travel,Sales,30,NY,Mixed or multiple ethnic groups,2,Marketing,Sales Executive,Divorced,133468,1,No,05/01/2012,No,10,3,7,9,11/21/2022,4,2,4,3,0,2,5,5
PR810,C219-6C2E,Clerkclaude,Hinkins,Male,34,Some Travel,Sales,30,NY,Mixed or multiple ethnic groups,2,Marketing,Sales Executive,Divorced,133468,1,No,05/01/2012,No,10,3,7,9,11/23/2015,4,3,3,1,3,4,3,2
PR1199,D906-B674,Uta,Melmar,Female,42,No Travel ,Technology,45,NY,Black or African American,3,Information Systems,Engineering Manager,Married,259284,1,No,09/01/2012,No,10,2,6,6,7/17/2016,3,3,3,2,1,3,5,4
PR1777,D906-B674,Uta,Melmar,Female,42,No Travel ,Technology,45,NY,Black or African American,3,Information Systems,Engineering Manager,Married,259284,1,No,09/01/2012,No,10,2,6,6,7/17/2017,4,5,5,3,2,4,4,4
PR2450,D906-B674,Uta,Melmar,Female,42,No Travel ,Technology,45,NY,Black or African American,3,Information Systems,Engineering Manager,Married,259284,1,No,09/01/2012,No,10,2,6,6,7/17/2018,4,5,4,3,2,2,4,3
PR3232,D906-B674,Uta,Melmar,Female,42,No Travel ,Technology,45,NY,Black or African American,3,Information Systems,Engineering Manager,Married,259284,1,No,09/01/2012,No,10,2,6,6,7/17/2019,5,3,5,3,0,2,4,4
PR368,D906-B674,Uta,Melmar,Female,42,No Travel ,Technology,45,NY,Black or African American,3,Information Systems,Engineering Manager,Married,259284,1,No,09/01/2012,No,10,2,6,6,7/18/2014,3,5,5,1,1,3,5,5
PR4140,D906-B674,Uta,Melmar,Female,42,No Travel ,Technology,45,NY,Black or African American,3,Information Systems,Engineering Manager,Married,259284,1,No,09/01/2012,No,10,2,6,6,7/16/2020,4,3,5,3,0,4,5,5
PR5152,D906-B674,Uta,Melmar,Female,42,No Travel ,Technology,45,NY,Black or African American,3,Information Systems,Engineering Manager,Married,259284,1,No,09/01/2012,No,10,2,6,6,7/16/2021,4,5,4,2,0,4,5,4
PR6255,D906-B674,Uta,Melmar,Female,42,No Travel ,Technology,45,NY,Black or African American,3,Information Systems,Engineering Manager,Married,259284,1,No,09/01/2012,No,10,2,6,6,7/16/2022,3,5,3,3,3,2,5,4
PR730,D906-B674,Uta,Melmar,Female,42,No Travel ,Technology,45,NY,Black or African American,3,Information Systems,Engineering Manager,Married,259284,1,No,09/01/2012,No,10,2,6,6,7/18/2015,3,5,2,3,2,3,4,4
PR1483,3C7D-86ED,Joyan,Brason,Female,40,Some Travel,Sales,3,CA,Native Hawaiian ,2,Other,Sales Executive,Divorced,104426,1,No,11/01/2012,No,10,3,4,6,2/18/2017,5,2,2,2,3,5,5,4
PR2121,3C7D-86ED,Joyan,Brason,Female,40,Some Travel,Sales,3,CA,Native Hawaiian ,2,Other,Sales Executive,Divorced,104426,1,No,11/01/2012,No,10,3,4,6,2/18/2018,5,5,3,3,1,2,3,2
PR215,3C7D-86ED,Joyan,Brason,Female,40,Some Travel,Sales,3,CA,Native Hawaiian ,2,Other,Sales Executive,Divorced,104426,1,No,11/01/2012,No,10,3,4,6,2/19/2014,5,2,4,1,3,3,3,2
PR2854,3C7D-86ED,Joyan,Brason,Female,40,Some Travel,Sales,3,CA,Native Hawaiian ,2,Other,Sales Executive,Divorced,104426,1,No,11/01/2012,No,10,3,4,6,2/18/2019,3,5,5,3,2,5,3,3
PR3709,3C7D-86ED,Joyan,Brason,Female,40,Some Travel,Sales,3,CA,Native Hawaiian ,2,Other,Sales Executive,Divorced,104426,1,No,11/01/2012,No,10,3,4,6,2/18/2020,4,2,2,3,3,3,3,2
PR4683,3C7D-86ED,Joyan,Brason,Female,40,Some Travel,Sales,3,CA,Native Hawaiian ,2,Other,Sales Executive,Divorced,104426,1,No,11/01/2012,No,10,3,4,6,2/17/2021,3,3,3,1,2,3,5,4
PR516,3C7D-86ED,Joyan,Brason,Female,40,Some Travel,Sales,3,CA,Native Hawaiian ,2,Other,Sales Executive,Divorced,104426,1,No,11/01/2012,No,10,3,4,6,2/19/2015,5,2,5,2,3,4,5,5
PR54,3C7D-86ED,Joyan,Brason,Female,40,Some Travel,Sales,3,CA,Native Hawaiian ,2,Other,Sales Executive,Divorced,104426,1,No,11/01/2012,No,10,3,4,6,2/19/2013,4,5,3,2,0,5,4,4
PR940,3C7D-86ED,Joyan,Brason,Female,40,Some Travel,Sales,3,CA,Native Hawaiian ,2,Other,Sales Executive,Divorced,104426,1,No,11/01/2012,No,10,3,4,6,2/19/2016,5,2,2,3,2,4,4,4
PR1340,3D71-8DC2,Alix,Blazejewski,Male,38,Some Travel,Sales,20,IL,Black or African American,4,Marketing ,Sales Executive,Married,147098,1,No,11/01/2012,No,10,5,8,2,12/05/2016,4,2,3,2,0,4,5,5
PR1966,3D71-8DC2,Alix,Blazejewski,Male,38,Some Travel,Sales,20,IL,Black or African American,4,Marketing ,Sales Executive,Married,147098,1,No,11/01/2012,No,10,5,8,2,12/05/2017,3,2,3,3,1,5,3,2
PR2680,3D71-8DC2,Alix,Blazejewski,Male,38,Some Travel,Sales,20,IL,Black or African American,4,Marketing ,Sales Executive,Married,147098,1,No,11/01/2012,No,10,5,8,2,12/05/2018,5,2,3,2,0,5,4,4
PR3509,3D71-8DC2,Alix,Blazejewski,Male,38,Some Travel,Sales,20,IL,Black or African American,4,Marketing ,Sales Executive,Married,147098,1,No,11/01/2012,No,10,5,8,2,12/05/2019,5,4,2,3,1,3,4,4
PR425,3D71-8DC2,Alix,Blazejewski,Male,38,Some Travel,Sales,20,IL,Black or African American,4,Marketing ,Sales Executive,Married,147098,1,No,11/01/2012,No,10,5,8,2,12/06/2014,4,5,5,1,3,4,4,3
PR4459,3D71-8DC2,Alix,Blazejewski,Male,38,Some Travel,Sales,20,IL,Black or African American,4,Marketing ,Sales Executive,Married,147098,1,No,11/01/2012,No,10,5,8,2,12/04/2020,4,5,2,1,1,5,4,3
PR5506,3D71-8DC2,Alix,Blazejewski,Male,38,Some Travel,Sales,20,IL,Black or African American,4,Marketing ,Sales Executive,Married,147098,1,No,11/01/2012,No,10,5,8,2,12/04/2021,3,2,5,3,2,2,4,4
PR6630,3D71-8DC2,Alix,Blazejewski,Male,38,Some Travel,Sales,20,IL,Black or African American,4,Marketing ,Sales Executive,Married,147098,1,No,11/01/2012,No,10,5,8,2,12/04/2022,3,3,2,3,1,3,5,5
PR821,3D71-8DC2,Alix,Blazejewski,Male,38,Some Travel,Sales,20,IL,Black or African American,4,Marketing ,Sales Executive,Married,147098,1,No,11/01/2012,No,10,5,8,2,12/06/2015,4,4,4,1,1,3,3,3
PR1461,5476-CA0D,Kayley,Snoad,Female,31,Frequent Traveller,Technology,4,NY,Native Hawaiian ,2,Information Systems,Data Scientist,Single,69747,0,No,12/01/2012,Yes,6,5,5,1,02/05/2017,3,4,2,2,0,3,3,2
PR204,5476-CA0D,Kayley,Snoad,Female,31,Frequent Traveller,Technology,4,NY,Native Hawaiian ,2,Information Systems,Data Scientist,Single,69747,0,No,12/01/2012,Yes,6,5,5,1,02/06/2014,3,5,3,2,1,5,3,2
PR2094,5476-CA0D,Kayley,Snoad,Female,31,Frequent Traveller,Technology,4,NY,Native Hawaiian ,2,Information Systems,Data Scientist,Single,69747,0,No,12/01/2012,Yes,6,5,5,1,02/05/2018,4,3,5,2,0,5,4,3
PR2824,5476-CA0D,Kayley,Snoad,Female,31,Frequent Traveller,Technology,4,NY,Native Hawaiian ,2,Information Systems,Data Scientist,Single,69747,0,No,12/01/2012,Yes,6,5,5,1,02/05/2019,3,5,4,2,2,5,3,2
PR3676,5476-CA0D,Kayley,Snoad,Female,31,Frequent Traveller,Technology,4,NY,Native Hawaiian ,2,Information Systems,Data Scientist,Single,69747,0,No,12/01/2012,Yes,6,5,5,1,02/05/2020,2,4,3,3,1,1,3,2
PR44,5476-CA0D,Kayley,Snoad,Female,31,Frequent Traveller,Technology,4,NY,Native Hawaiian ,2,Information Systems,Data Scientist,Single,69747,0,No,12/01/2012,Yes,6,5,5,1,02/06/2013,5,3,5,3,2,3,5,5
PR4648,5476-CA0D,Kayley,Snoad,Female,31,Frequent Traveller,Technology,4,NY,Native Hawaiian ,2,Information Systems,Data Scientist,Single,69747,0,No,12/01/2012,Yes,6,5,5,1,02/04/2021,5,2,2,1,3,2,3,2
PR500,5476-CA0D,Kayley,Snoad,Female,31,Frequent Traveller,Technology,4,NY,Native Hawaiian ,2,Information Systems,Data Scientist,Single,69747,0,No,12/01/2012,Yes,6,5,5,1,02/06/2015,4,4,2,2,1,5,5,4
PR5710,5476-CA0D,Kayley,Snoad,Female,31,Frequent Traveller,Technology,4,NY,Native Hawaiian ,2,Information Systems,Data Scientist,Single,69747,0,No,12/01/2012,Yes,6,5,5,1,02/04/2022,5,4,3,1,2,5,3,3
PR920,5476-CA0D,Kayley,Snoad,Female,31,Frequent Traveller,Technology,4,NY,Native Hawaiian ,2,Information Systems,Data Scientist,Single,69747,0,No,12/01/2012,Yes,6,5,5,1,02/06/2016,3,4,4,2,1,2,5,4
PR1527,73CF-4956,Hannis,Waslin,Female,32,Some Travel,Technology,42,CA,White,4,Computer Science,Data Scientist,Single,102022,0,No,12/01/2012,No,10,4,5,8,03/07/2017,3,4,4,2,1,2,3,3
PR2170,73CF-4956,Hannis,Waslin,Female,32,Some Travel,Technology,42,CA,White,4,Computer Science,Data Scientist,Single,102022,0,No,12/01/2012,No,10,4,5,8,03/07/2018,4,5,4,3,1,2,5,5
PR244,73CF-4956,Hannis,Waslin,Female,32,Some Travel,Technology,42,CA,White,4,Computer Science,Data Scientist,Single,102022,0,No,12/01/2012,No,10,4,5,8,03/08/2014,3,5,4,3,0,3,3,2
PR2907,73CF-4956,Hannis,Waslin,Female,32,Some Travel,Technology,42,CA,White,4,Computer Science,Data Scientist,Single,102022,0,No,12/01/2012,No,10,4,5,8,03/07/2019,4,5,2,3,0,3,5,4
PR3765,73CF-4956,Hannis,Waslin,Female,32,Some Travel,Technology,42,CA,White,4,Computer Science,Data Scientist,Single,102022,0,No,12/01/2012,No,10,4,5,8,03/06/2020,3,3,3,3,2,3,3,2
PR4745,73CF-4956,Hannis,Waslin,Female,32,Some Travel,Technology,42,CA,White,4,Computer Science,Data Scientist,Single,102022,0,No,12/01/2012,No,10,4,5,8,03/06/2021,1,3,4,2,1,3,5,5
PR553,73CF-4956,Hannis,Waslin,Female,32,Some Travel,Technology,42,CA,White,4,Computer Science,Data Scientist,Single,102022,0,No,12/01/2012,No,10,4,5,8,03/08/2015,4,5,2,1,1,5,4,4
PR77,73CF-4956,Hannis,Waslin,Female,32,Some Travel,Technology,42,CA,White,4,Computer Science,Data Scientist,Single,102022,0,No,12/01/2012,No,10,4,5,8,03/08/2013,4,4,5,1,1,4,5,5
PR982,73CF-4956,Hannis,Waslin,Female,32,Some Travel,Technology,42,CA,White,4,Computer Science,Data Scientist,Single,102022,0,No,12/01/2012,No,10,4,5,8,03/07/2016,5,4,5,2,1,5,3,3
PR1273,277A-A6FA,Annabela,Pablos,Female,35,Some Travel,Technology,8,NY,Other ,4,Information Systems,Machine Learning Engineer,Single,272175,0,No,12/01/2012,No,10,7,8,2,10/03/2016,3,2,2,1,2,2,5,5
PR1874,277A-A6FA,Annabela,Pablos,Female,35,Some Travel,Technology,8,NY,Other ,4,Information Systems,Machine Learning Engineer,Single,272175,0,No,12/01/2012,No,10,7,8,2,10/03/2017,3,4,3,1,0,3,3,3
PR2575,277A-A6FA,Annabela,Pablos,Female,35,Some Travel,Technology,8,NY,Other ,4,Information Systems,Machine Learning Engineer,Single,272175,0,No,12/01/2012,No,10,7,8,2,10/03/2018,3,4,3,1,2,2,4,4
PR3386,277A-A6FA,Annabela,Pablos,Female,35,Some Travel,Technology,8,NY,Other ,4,Information Systems,Machine Learning Engineer,Single,272175,0,No,12/01/2012,No,10,7,8,2,10/03/2019,3,4,5,1,3,4,5,5
PR401,277A-A6FA,Annabela,Pablos,Female,35,Some Travel,Technology,8,NY,Other ,4,Information Systems,Machine Learning Engineer,Single,272175,0,No,12/01/2012,No,10,7,8,2,10/04/2014,4,4,3,1,2,4,5,4
PR4321,277A-A6FA,Annabela,Pablos,Female,35,Some Travel,Technology,8,NY,Other ,4,Information Systems,Machine Learning Engineer,Single,272175,0,No,12/01/2012,No,10,7,8,2,10/02/2020,4,4,4,2,1,2,3,3
PR5353,277A-A6FA,Annabela,Pablos,Female,35,Some Travel,Technology,8,NY,Other ,4,Information Systems,Machine Learning Engineer,Single,272175,0,No,12/01/2012,No,10,7,8,2,10/02/2021,3,3,3,1,0,5,4,4
PR777,277A-A6FA,Annabela,Pablos,Female,35,Some Travel,Technology,8,NY,Other ,4,Information Systems,Machine Learning Engineer,Single,272175,0,No,12/01/2012,No,10,7,8,2,10/04/2015,4,3,5,2,1,4,3,2
PR1416,8BAB-B4A6,Torey,Abram,Male,38,Some Travel,Sales,35,NY,Asian or Asian American,3,Marketing ,Manager,Single,340229,0,Yes,13/01/2012,No,10,7,9,3,1/17/2017,4,2,4,3,1,3,5,4
PR177,8BAB-B4A6,Torey,Abram,Male,38,Some Travel,Sales,35,NY,Asian or Asian American,3,Marketing ,Manager,Single,340229,0,Yes,13/01/2012,No,10,7,9,3,1/18/2014,5,4,3,3,0,3,3,3
PR2046,8BAB-B4A6,Torey,Abram,Male,38,Some Travel,Sales,35,NY,Asian or Asian American,3,Marketing ,Manager,Single,340229,0,Yes,13/01/2012,No,10,7,9,3,1/17/2018,5,5,3,2,0,5,5,4
PR23,8BAB-B4A6,Torey,Abram,Male,38,Some Travel,Sales,35,NY,Asian or Asian American,3,Marketing ,Manager,Single,340229,0,Yes,13/01/2012,No,10,7,9,3,1/18/2013,3,4,4,3,2,3,5,4
PR2771,8BAB-B4A6,Torey,Abram,Male,38,Some Travel,Sales,35,NY,Asian or Asian American,3,Marketing ,Manager,Single,340229,0,Yes,13/01/2012,No,10,7,9,3,1/17/2019,3,2,2,3,0,2,3,3
PR3617,8BAB-B4A6,Torey,Abram,Male,38,Some Travel,Sales,35,NY,Asian or Asian American,3,Marketing ,Manager,Single,340229,0,Yes,13/01/2012,No,10,7,9,3,1/17/2020,3,2,4,3,2,3,4,4
PR470,8BAB-B4A6,Torey,Abram,Male,38,Some Travel,Sales,35,NY,Asian or Asian American,3,Marketing ,Manager,Single,340229,0,Yes,13/01/2012,No,10,7,9,3,1/18/2015,3,3,2,2,2,3,4,3
PR883,8BAB-B4A6,Torey,Abram,Male,38,Some Travel,Sales,35,NY,Asian or Asian American,3,Marketing ,Manager,Single,340229,0,Yes,13/01/2012,No,10,7,9,3,1/18/2016,5,5,2,2,2,4,3,2
